id,sent0,label
424, Oru 100cr koody njnga Ing aduthu #EIDMUBARAK,1
425, Age is just a number for ikka,0
426, Ethu powlikkum maduraraja yum puliyum myrumonnumalla nammukke vendate immatiri items aane,2
427, 100 o 200 crore club il keeriyillelum padam super aayal mathi naangalkk Love you Ikka  Love you Laletta,1
428, Angane murukante karyathil Oru teerumanam ayii,3
429, Malayalathinte swandham lalettanu  all kerala dulquar salman fansinte vijayasamshagal,1
430, Endo aa dilouge delivery endo pole..,4
431, Odiyanil poya pratheeksha luciferin thannekkua ....Etta....minnichekkane .,1
432, Trailer 20 ill kooduthal kandavar like here,3
433, Lalletan fans ellarum like adich power kanikke,3
434, Ini aaanu kali trailer kalakki above expectations,1
435, 2019 November I'll ith kanan vannavar undo,3
436, Tamil Nadu fans  Vera level machi trailer,0
437, tovi mwthinte mass kannnan vannavar undo....,3
438, Cinema kanditum idakku idakku keri trailer kanund,3
439, Superbly done Vyshak sir,0
440, Lucifer Madhurarajayekkal ishtamayavar Like . Madhuraraja Luciferineikal ishtamayavar comment Nammukku nokkam aaru jayikumennu,3
441, Cinema kandit vannu trailer kanunna ethraperund evde,3
442, Marana maasss feeel trailer. Padathinum ad kittiyal polikum,1
443, Trailer erengunenu mumb 5.2k dislike adichavanmark ente naduviral namaskaram,2
444, Peru orkunnilla..  Oru english film orma vannu..,3
445, Pulimurugan pole thane und set ....onnu Matti pidikarnnu....,4
446, Poojapura mohanan fans moonchi. ഇക്ക പൊളി,2
447, OVER HYPE KODUTH EE OOLA PADATINU VENDI TALLIYA ELLA OOMBANMARAYA LALAPPAN FANSINTE KARANAKUTTIK NOKI ONN POTTIKAN TONUNNAVAR LIKE EDUKA,2
448, Enna njan oru kaaryam parayatte..ee padam pottum....odiyan avashtha aavum..mark my words,2
449, Kandittum kandittum madhiyaavunnillallo deyvame.....Ente laletta ningal star alla oru GALAXY aanu,1
450, One & only mammangam ....... loading,0
451, Njan poye kanan mammookkaye al wahdha MALL njan kandu,1
452, Ee like button oru thavanaye adikkaan pattu allee,1
453, 2.7k unlike adicha pengalepanni makkalkku ente naduviral namaskaram,2
454, Happy birthday.    ...... Mammookkaa....,0
455, Veendum veendum kanunnavar like adii makkalae,3
456, Waiting  cr film from mammukka,0
457, Trailer oru spark aakunnilla.... But still waiting .....,4
458, Ethinokke dislike adikkunnavar aan malayala cinimayuday shapam 🤦‍,2
459, Aha aha nalla kidilan thalavettu,3
460, vijaricha Pola allallo kidu analla,1
461, Mass....  kola masssss Tovino polichadukiiiii Tovino uyirr annuu.....,1
462, Annyaayam... *ROMANJAM*    ikkaaaaaaaa.........,1
463, Sunny chechinte song kelkkan waiting,1
464, John Abraham Palakkal ....Marana Mass Mammookka,1
465, Adichu makkale... 10M.. Epozhm trailer kanunnavar undo??,1
466, within 3hrs- 212k views,2
467, Oru aradhakan avanayi oru katha menanju.... Aradhakan stronganekill avan double strong anu..... #prithvi#lalettan,1
468, Sira avan shardichu Pakshe maala kittila  Ini idikkano.  Venda kutta oruttam,3
469, All best mammokka  Team mamangam  Mammokka fans like 🤘,1
470, Wowww.. Amazing.. Katta waiting.. Ikka and unni.. Super..,1
471, Muvattupuzha kaaaar ondo Ee padam shoot cheytat ivadaaanu,3
472, Capable actress nte nirayilekk baby mol varumennullavar,3
473, Odiyane thakarkkan kanji vilambi nadannavarkku ulla chicken biriyani...oru biriyani edukkatte chetta..,3
474, mamuka    super    unda   will  super,0
475, Atom bomb,2
476, This is I needed  laletta rajuvetta,0
477, Mammokka ponnikka happy birthday  love you,1
478, Lalettan annum innum ennum mollywood raja,1
479, ingeru karanam abhimanikkam oroo malayalikkum,1
480, I like dulqer Salman and mummooka acting,0
481, #Kalki - #TovinoThomas look Vera Level,0
482, Pisharadoyude padathil abinayikan kanicha a manasundaloo athanu mamooka,3
483, Aval aa kadele freezer il alle.  Ithipo kadha motham ondallo trailer il.,3
484, Lucifer being  3rd most viewed Malayalam trailer aayi ... After aadu 2 and bahubali,0
485, Ithu Tamil movie ah illa Malayalam movie ah? Mostly Tamil dialogue in Malayalam slang :P,4
486, Oru rekshayum illa makkale poliiiii action scenes,1
487, Ith  arabikkadalinte simhamalla Hippo Pottamaas.Kunjali marakkare Baahubali dressokke itt priyadarshan abhamanikkunnu.Cashing vendi charithrathe Valachodikkunnu.,2
488, Ittymaani trailer polichuu aarokke ittymaani fds pokunnund like adi,3
489, Meraa ghar west bungal i love mammookka,0
490, Trailer kanditt padam hit aanenn thonnunnu,1
491, l like mammooty sir filim,0
492, Nta daivamme ....Ponnu laletta  ningal muthannu,1
493, NEERALI TRAILER 945K VIEWS . ABRAHAMINTE SANTHATHIKAL 2million VIEWD,0
494, Adutha masterpiece aavum mammookkayude  പ്രിത്വി,3
495, Vere level love you laletta... 🤩,1
496, Mollywood stylish aavanmenkil namude ikka tanne varanam      mega star,1
497, simha thailvaaaaaaaa ie pravasham double strongalla  triple strong  raja solunathdanda seyuve  seyunate mathram soluve mammmoookkaa polikkum,1
498, THE KING IS BACK BORN TO WIN,0
499, Kashtapettu Unlike cheyyunnavar aaruda fans ennathinu samsayamilla  iniyatra unlike adichalum avarkariyam Padam records bedikumennu,2
500, Last thalaiva tonum ikkante jumbum,3
501, Saleem Kumarinu old look (Pokkiri Rajayile look) aayirunnu kooduthal chercha,4
502, Pakkadane pore kaliyude aattathe march 28,3
503, 1:44 mammookkkkaaa Mammookkkaa Unni mugundhan  okkee  endhuuu,3
504, Manju..ival ithilum ondooo naasham..apo ee padavum njjn kaanunnilaa,2
505, Lalettan fans from Tamilnadu like here,0
506, theriyumille..Raja seyyarthu tha solluva..sollarthu mattum tha solluva....,0
507, Ith orumathiri thelungu padam pole undallo,4
508, Oru pakshe yennum oru thavana yenkilum minimum ellaarum kaanunna trailer Ithaayirikkum ..no doubt.....,3
509, Muthaaapoooyyyyy hoooooooooo yyyyyyyyyyyyyyy odiyan loading,3
510, MEGASTAR MAMMOOTTY  MAMANGAM M PADMAKUMAR MALAYALAM MOVIE,0
511, Ndh kadippada 13k dislike adichavark.. Nallath kanda nallathenne parayanm.... Atra chorinnindanki valla mullu murikinm ker myrole,1
512, Luv u laletta ....katta fans undo..prithviraj fans hit like,3
513, dislike adicha 9.5 k dislikeolikalkkulla adi kodukkanulla nool,2
514, Kurch colour koodi poyo ennoru samshayam....,4
515, Cinima hitt akumenn karutunnavar like,3
516, Video hay nhung sao lai danh nhau vay,0
517, Charithra cinema cheyyan annum innum mammukkaye vellan oruthanum illa. Kidiloski trailer.,1
518, 1.3 k dislike adichath eath kundamaran,3
519, ithu pwolikkum... sudaani from nigeria movie eavdokyo manasil oodi vannu...!!!,1
520, Good luck ikka from lalattan fan,4
521, T H E  C O M P L E T E  A C T O R,0
522, Super ikka  hbd our der mammukka,0
523, Trailer yethra pravashyam kandenn yenikkane ariyilla,1
524, Sheriya eattante eathra kali namallu kandittullatha hehe,3
525, Enna lookanu ikka...... U r the best,1
526, Ikka ki jai powli trailer onum parayan ella super masss,1
527, Oru raksha yil Laleetan polichuuu rajuettan nega vare level annuuuu,1
528, Happy New Year LalettaCinema kanduketto..Love u,1
529, SaMbaVaM KiduKki FiGht Parappich Parappich ThElUng kadakkuo🤔,4
530, box office nte kaaryathil oru theerumaanamaaay,1
531, Arenkilum oru karayam sredhicho narasimham film ile bgm  puthiya rupathilakki,3
532, Tovino machanzz oru rakshayumilla waiting for  kalkki,1
533, Robot comedy super nit fame Sooraj aanenn aarkkokke ariyam,3
534, Mamangam oru mamangamaayi thanne kondadum... great,1
535, That “വാടാ “ vili   ettan,3
536, Mammooka here in Abudhabi trailer madura raja,0
537, aaahaaaa negative comment aayi kure pannikal vannallllloooo,2
538, Dileepettante kudumba cinema kaathirikkunnavar please like,3
539, Ithu polikkum surajin kodukk oru like.,1
540, Vedikettu...ee vecation Lucifer kondupoyi makkale....Lalettan & Rajuettan ....,1
541, Chila undertaker toon aduku manakunondu  sradhichu kakanaam,4
542, Aha ithu pulimurugan trailer pole undallo ?  Aghane thonnivar adi like !,4
543, Trailer nte pokku kandattu valya pratheeksha illa..    nammade george ettans pole,2
544, Onnum parayanilla.. ikka ee role polichadakkum enn sure,1
545, dis like adikkunnavanmark ethire like adikkan button,3
546, Malayala cinemayude range enthanen ariyan erikkunathe ullu MAMANGAM,1
547, Poli.      L,1
548, inn poyi padam kandu ..ufffffff oru rakshayum illa poliii,1
549, Cherudaaytt #thegreatfather bgm vanno ennoru doubt ( first),4
550, Malayala cinemayude .....  Ore oru Rajavu   #Lalettan,1
551, Story ere kore pidi kitti kazhinju....,4
552, Mass trailer... Lalettaaaaa oru rakshayumilla. Pwolichu... Lalettan muthaanu... Prithvi sarikum njettichu. Lalettan+prithvi=Lucifer(blockbuster )... Lalettan ishtam,1
553, Itrayum nalla Padam ee oola channelil enthinna ittee,2
554, 503k for  madura raja  teaser,0
555, Avasanam oru superman puchu ude  mamukka powlikum  kude madura rajayum,1
556, E trailornu unlike adicha ella oolakalkum,2
557, Pls dub to tamil..,0
558, Eee padam ettu nilayil moonchum,2
559, Trailer kand chiri vannavar ivide like adi,3
560, pulimurukan trailer ano kanunath 🤔,4
561, Trailer kandal ariyam nalla oombiya padam aanunn,2
562, lov uuuuuuuuuu etttaaaaaaa  romajam vanu chavum,1
563, No raksha mammokka poli ikka fans like here,3
564, Pridhviraj Sukumaran.... You are a genius...!!,0
565, Uff uff uff ijjadi ikaaaaaaaaaaaaa ponnikkkaaaaaaaa,1
566, Ithrayum predisha koduthittu adutha odiyan akathirunna mathiyayirunnu🤪🤪,4
567, 2 million viewrs ufff mammookka,0
568, Kgf poleyulla padam kanda feel.. kidilam,1
569, Tamil la dubbing panni relese pannunga,0
570, enthu myru dailogado ikkayude ketitile athu pole para mo e.,2
571, Jayasurya MASS Look! And super trailer,1
572, Kola mass ennu thoniyavar evdea like adiku,1
573, Please koi bantyega movie ki release date kya hai?,0
574, Venda kuttaa uruttaam.       Ufffff,3
575, Raja 2 teaserinu  shesham kaanunnnavar like,3
576, Padam kazhinju trailer veendum kandavar like adikku . Padam trailer pole alla,3
577, nivin pauli annel ithe oru onnonnara Padam ayene,4
578, Nannayi onnu poliyunna lakshnm unde...Thrill maintain cheyan ayillenkil,2
579, 27k dislike adichaaa teamsne polikkunnaver evide like adicheee......!  LAL EttaN         Vaaadaaa.........!!!!!,3
580, 5 million aya ennu nokkan vannvarundo,3
581, Supr trailer oru vettame like adikkan pattullu ennoru sankadam athra kidu trlr,1
582, Ikkha Mess aanu  #mamookkha  #dq,1
583, Super aakumennu ariyamayirunnu pakshey etu maha maha soooper....,1
584, i cant wait i cant wait !,0
585, Namukkokke telugu action padam ishdamanu ithippo telung padam pole undall the best,4
586, 1:34 il backil nilkunath prithviraj anennu toniyath eneke matram ano,3
587, Onnum parayaanilla.....kaathirikkunnu Lucifer ney kaanaan!!! Prithvirajj polichuttooo...iniyum porattey cinemakal....Muralii...ingalu muthaanu...,1
588, Full pulimurugan cast🤩🤩🤩ith polikm muruga nee theerneda,1
589, Plzz put to all tv program,0
590, 190k views 195k like poli thanne YouTube ilum tallu tudangiyiale,3
591, Ethi poy  sec nokki nikkunnavar adi muthe like,3
592, #supportsajeevpillai  If you are a cinema lover!,0
593, Ikka Fans Like here  And Maranamass,1
594, Lalettan pola dialogues parayan arakum kazhiyal agakathum ella,3
595, Njan oru Lalettan Fana Ennalum Enikk Teaser Ishtappettilla,2
596, 17k views in 1hr 10k cmnts,0
597, Iam from  punjab.. & Iam big fan of mohanlal,0
598, Oru rakshem illaa  Lalettan  Prithvi,1
599, rajaede pilllar strong anell ettante pillerrr strongoo strong.....,1
600, Mammukka kalakam super trailer rajaiuda team double strong alla trouble strong annu,1
601, Climax scene kandit ithinu oru second part venammenu agrahikunnavark like adikanulla coment.,3
602, Eee Traileril tovinoya  kondaapol ...rahul gandiya ormma vannavar evida like adi,3
603, Superb trailer I have ever seen.,0
604, Thirakku kettan sunny chechiyokkeee venam lee.,3
605, Banal trash. Panavum nashtam samayavum nashtam.,2
606, Sunny chechide dance kaanan wait cheyyunnaver like adi ...ahaa,3
607, Dislike adichavarode enik parayanullathe ikka uryir,2
608, Ente ponno rajuvetta namichu lalettan is back,1
609, 22k views ennanallo kanikkunne? but 140k olam likes und? athentha angane?🤔,3
610, E  adaaar item adaaar item ennu paranchal entha ennu eppalla manasilayathu,1
611, super super super bumber mega hit  .....,0
612, poraa pratheeksha illa.. Tovi voice rendering sradhichitilla..... camera,2
613, Lalettan fans ::::: like adiiiii .....,3
614, Mammokka superb... glamour... but trailor nirashapeduthi...,4
615, trailar mas  padam marana mas rajayum pillarum kali thudagi  pakalam,1
616, Ikka,1
617, Stephene kaanan nale aarokke varunnundee,3
618, Diriection mosamanu ennoru thonnal.. oru feel varunnilla,2
619, Love from tamilnadu Mohanlal evergreen star,0
620, Ente ponnoo ejjathi  Ithu malayalathinte oreoru mamangam,1
621, LALETTAN FAN . WAITING FOR MAMMOOKKA'S  200 CRORE _MAMAANKAM,0
622, Pottum aenne urappayi .... Inne aethra nilayil pottum aennum koodi nokkiya mathi....,2
623, Vishakinte page allade vere onnum kityille subcribe cheyyann...38 k ane adil agge illed...minimum 500 k..vews ille subcribr kitenamayirunnu....,2
624, Duper hit aavatte  Mammookka,1
625, Dislike adikkunnavan mar kandoooo Lalettan puthiya adar item................,1
626, Romancham vanna trailer... and ...lalettante..Vaadaa...!!!.... ith pwolikkum.....,1
627, Ethra kandalum veendum kanan thonunna trailer.,1
628, Ente ponnu...kiduve...🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰 Ikkkkaaaa       Kidu.bgm🥰🥰🥰,1
629, E movie full kittaan valla vaziyum ndo...,3
630, Oompitharam alle mr. Producer.,2
631, Face of Indian cinema ikka,3
632, Idivattu sugunan avedaaa Suraj Undo vyshak sir,3
633, Happy Birthday Ikkaa....,0
634, Best of luck ikka,0
635, Once a king always the king     mamookaa,0
636, Wow  katta maas movie.... ....waiting,1
637, ikkade unda entha maati veche release?,3
638, Oru rakashayum ella  Ikka polichu,1
639, Teluguvilum tamililum dub cheyth irakando athine Patti news onnum ketillalo,3
640, Lucifer ...Rajuvettan malayalcinemakku nalkan pokunna ponthuval .....Lalettann awaiting ....For your devil lucifer,1
641, 16k view 85k like.. 8.5k dis like,0
642, DERICK ABRAHAM IN SWAG HU!!!,0
643, Lokathilie ettavum mikacha nadan,1
644, 2300 dislikes trailer kanathe oohikalloo arokeyayirikumennu,2
645, 00:42 njangade Grand center Mall muvattupuzha,3
646, Terror bgm theater ilakki marikkunna item aanenn oru soochana iam waiting,1
647, Poli oru rakshayum illa...  dileep ettan...,1
648, Ethu 18 alla ethu athukum mele Ulla PADI Anu,1
649, Next Odiyan akuo en oru doubt 🤔🤔,4
650, 16 K views.71 K like . Wonderful,0
651, Annum inum ee manilla natturajavuu lalettan matram ettan ishtam,1
652, Super movie lalettan oru rakshella,1
653, Cinema kandittu vanna njan matrm aaano,3
654, PazhKkam koodubol veeryam koodunna veenanu ikka,1
655, romanjification love you laletta ithu pwolikkum,1
656, Nte laletta  Idikatta waiting aaa..... Ummah. Theatre pooraparambha urappaa,1
657, Pokkirirajaykk murukanil undaya pole oru chayakachal enthayalum kollam,4
658, Camera chaithirikkunnathu nalla pakka pakka... Nalla dop.... Orupadishtay,1
659, Dislike adichirikanadu lalappan tenddikalairikum kolani valangal fuuu,2
660, Ikka fan alla ennalum ith ikkade etavum valiya blockbuster avate Ennan agraham,1
661, Trailor ok ...kozapilla enni movie kandal ariyam,4
662, Mammmokhaaa 69 vayyas ayye annetum look entaa ponooo,1
663, cinema virodhikal dislike aayittu ethiyalo.. nthado nannaavaathe.. ikkayeyum ettaneyum verukaan ngane pattunnu keedangale..??,1
664, Ithilum nallath pulimurugan trailer onnoode kanunnath aayirunnu,2
665, Lalettnje engne kanan agrahichu ath angne namnal kandu,1
666, Dislike alla lappantta makkalum anta nadu veral നമസ്കാരം,2
667, 1.01 prithviraj anenn manasilayavar like adik,3
668, Support cheyyan Lalettan fans undoo ivide ????,3
669, Fight scene kandupidikan Peter hein vallandu bhudhimuteenu thonunu pulimurugan poleye illa,3
670, Enatammo pwoli itemm marana mass trailer,1
671, Eth kandappooll prithvi rajinee ormavannavar like adiii,3
672, FDFS locked ഒറ്റ പേര് Megastar Mamookka,1
673, Inganathe oru padathin vendi aayirunnu kaathiripp...avanteyokke.. friendshipum..romanceum...chaliyum..masalayum.. kand maduth,1
674, Lalettan massaaa verum Mass Alla kolamass lalettan ki jaiiii,1
675, Ethra Alinja oru padam Mr mammotty nirthi poekode do🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,2
676, Mohanlal fans hit like in telugu,0
677, triler kanathe dislike cheyyunnavarkk ente prenamam yogikunnavar like,3
678, Polichu trailer by suriya fan padam polikum,1
679, International schoolil padikkunnavar dha ivide unnu amarthikke,3
680, kashtepettu kura dislike..nganatha ora teams.... dislike adikana fansinte padam nala padamanena paranjitole...nganatha ora matavanmaree...kashtammm,3
681, Telugu padathinte remake vallom aano ??,3
682, Oru reksham ella masss atra parayan epol patuuuuuuu laletan polychu,1
683, Mammooty fans adi oru adipoli like,3
684, 1:35 aa purakil nikkunnath prithviraj aano,3
685, 28 enna divasathinayi wait cheythu irikkunavar like adicho,3
686, Trailer kaanikan udheshichavar padam full kaanichu ithilude...best,4
687, Super trailer avasanam guhan vannnu orginality kalanju,4
688, Ooh!! Mass ennoke paranjal para masss... Lalettan kiii,1
689, dhe ithayrunnu njangalkku vendathu <3 rajuvetta thank you so much <3 lalettan <3,1
690, Comments full like thendikal aanello. 🤮,3
691, Pulimurugane vellenna fight scene undann thonnunnavar like,3
692, Trailer Iranghum munbe lalappans Dislike Adikkunnath Kando . Ithil ninnum Manassilakkam Rajaye Lalappans Pedikkunnu Ennu🤣🤣,2
